soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
11-0000,Postmasters and Mail Superintendents,5260,Organize and supervise activities such as the processing of incoming and outgoing mail.,Core,102.0,07/2005,Incumbent,Management Occupations
11-0000,Postmasters and Mail Superintendents,5261,"Direct and coordinate operational, management, and supportive services of one or a number of postal facilities.",Core,104.0,07/2005,Incumbent,Management Occupations
11-0000,Postmasters and Mail Superintendents,5262,Resolve customer complaints.,Core,104.0,07/2005,Incumbent,Management Occupations
11-0000,Postmasters and Mail Superintendents,5263,"Hire and train employees, and evaluate their performance.",Core,104.0,07/2005,Incumbent,Management Occupations
11-0000,Postmasters and Mail Superintendents,5264,Prepare employee work schedules.,Core,104.0,07/2005,Incumbent,Management Occupations
11-0000,Postmasters and Mail Superintendents,5265,Prepare and submit detailed and summary reports of post office activities to designated supervisors.,Core,104.0,07/2005,Incumbent,Management Occupations
11-0000,Postmasters and Mail Superintendents,5266,Negotiate labor disputes.,Core,102.0,07/2005,Incumbent,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7224,"Manage and oversee operations, maintenance, administration, and improvement of commercial, industrial, or residential properties.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7223,"Plan, schedule, and coordinate general maintenance, major repairs, and remodeling or construction projects for commercial or residential properties.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7220,"Direct collection of monthly assessments, rental fees, and deposits and payment of insurance premiums, mortgage, taxes, and incurred operating expenses.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7221,"Inspect grounds, facilities, and equipment routinely to determine necessity of repairs or maintenance.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7236,Act as liaisons between on-site managers or tenants and owners.,Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7219,"Meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7231,"Market vacant space to prospective tenants through leasing agents, advertising, or other methods.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7228,Prepare detailed budgets and financial reports for properties.,Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7226,"Maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7229,Direct and coordinate the activities of staff and contract personnel and evaluate their performance.,Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7241,"Meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7232,"Solicit and analyze bids from contractors for repairs, renovations, and maintenance.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7234,"Prepare and administer contracts for provision of property services such as cleaning, maintenance, and security services.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7222,"Investigate complaints, disturbances and violations and resolve problems following management rules and regulations.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7233,Review rents to ensure that they are in line with rental markets.,Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7230,"Maintain contact with insurance carriers, fire and police departments, and other agencies to ensure protection and compliance with codes and regulations.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7238,Meet with boards of directors and committees to discuss and resolve legal and environmental issues or disputes between neighbors.,Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,"Property, Real Estate, and Community Association Managers",7235,"Purchase building and maintenance supplies, equipment, or furniture.",Core,26.0,07/2013,Occupational Expert,Management Occupations
11-0000,Social and Community Service Managers,1130,Evaluate the work of staff and volunteers to ensure that programs are of appropriate quality and that resources are used effectively.,Core,71.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,18463,"Provide direct service and support to individuals or clients, such as handling a referral for child advocacy issues, conducting a needs evaluation, or resolving complaints.",Core,73.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1135,"Recruit, interview, and hire or sign up volunteers and staff.",Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1127,Establish and maintain relationships with other agencies and organizations in community to meet community needs and to ensure that services are not duplicated.,Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1131,Establish and oversee administrative procedures to meet objectives set by boards of directors or senior management.,Core,73.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1129,Direct activities of professional and technical staff members and volunteers.,Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1137,"Plan and administer budgets for programs, equipment, and support services.",Core,73.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1132,"Participate in the determination of organizational policies regarding such issues as participant eligibility, program requirements, and program benefits.",Core,73.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1128,"Prepare and maintain records and reports, such as budgets, personnel records, or training manuals.",Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1133,Research and analyze member or community needs to determine program directions and goals.,Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,18464,"Implement and evaluate staff, volunteer, or community training programs.",Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1136,Represent organizations in relations with governmental and media institutions.,Core,71.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1139,"Act as consultants to agency staff and other community programs regarding the interpretation of program-related federal, state, and county regulations and policies.",Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Social and Community Service Managers,1134,"Speak to community groups to explain and interpret agency purposes, programs, and policies.",Core,72.0,06/2009,Incumbent,Management Occupations
11-0000,Emergency Management Directors,7257,"Coordinate disaster response or crisis management activities, such as ordering evacuations, opening public shelters, and implementing special needs plans and programs.",Core,26.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7254,"Prepare plans that outline operating procedures to be used in response to disasters or emergencies, such as hurricanes, nuclear accidents, and terrorist attacks, and in recovery from these events.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7258,"Develop and maintain liaisons with municipalities, county departments, and similar entities to facilitate plan development, response effort coordination, and exchanges of personnel and equipment.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7261,Design and administer emergency or disaster preparedness training courses that teach people how to effectively respond to major emergencies and disasters.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7253,"Keep informed of activities or changes that could affect the likelihood of an emergency, as well as those that could affect response efforts and details of plan implementation.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7264,Develop and perform tests and evaluations of emergency management plans in accordance with state and federal regulations.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7256,Maintain and update all resource materials associated with emergency preparedness plans.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7266,Collaborate with other officials to prepare and analyze damage assessments following disasters or emergencies.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7260,"Prepare emergency situation status reports that describe response and recovery efforts, needs, and preliminary damage assessments.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7255,"Propose alteration of emergency response procedures based on regulatory changes, technological changes, or knowledge gained from outcomes of previous emergency situations.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7262,"Inspect facilities and equipment, such as emergency management centers and communications equipment, to determine their operational and functional capabilities in emergency situations.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7263,"Consult with officials of local and area governments, schools, hospitals, and other institutions to determine their needs and capabilities in the event of a natural disaster or other emergency.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7269,"Review emergency plans of individual organizations, such as medical facilities, to ensure their adequacy.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7265,"Attend meetings, conferences, and workshops related to emergency management to learn new information and to develop working relationships with other emergency management specialists.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7267,Develop instructional materials for the public and make presentations to citizens' groups to provide information on emergency plans and their implementation processes.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7259,"Keep informed of federal, state, and local regulations affecting emergency plans and ensure that plans adhere to these regulations.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7272,Apply for federal funding for emergency-management-related needs and administer and report on the progress of such grants.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7268,Train local groups in the preparation of long-term plans that are compatible with federal and state plans.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7271,Study emergency plans used elsewhere to gather information for plan development.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Emergency Management Directors,7270,Conduct surveys to determine the types of emergency-related needs to be addressed in disaster planning or provide technical support to others conducting such surveys.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18022,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.",Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18037,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18024,"Provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18023,Formulate or implement regulatory affairs policies and procedures to ensure that regulatory compliance is maintained or enhanced.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18025,Communicate regulatory information to multiple departments and ensure that information is interpreted correctly.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18031,"Manage activities such as audits, regulatory agency inspections, or product recalls.",Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18026,Develop regulatory strategies and implementation plans for the preparation and submission of new products.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18035,Provide responses to regulatory agencies regarding product information or issues.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18030,"Maintain current knowledge of relevant regulations, including proposed and final rules.",Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18029,Investigate product complaints and prepare documentation and submissions to appropriate regulatory agencies as necessary.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18038,Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18028,Implement or monitor complaint processing systems to ensure effective and timely resolution of all complaint investigations.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18036,Represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18033,Oversee documentation efforts to ensure compliance with domestic and international regulations and standards.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18034,Participate in the development or implementation of clinical trial protocols.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18042,Develop and maintain standard operating procedures or local working practices.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18027,Establish regulatory priorities or budgets and allocate resources and workloads.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18039,Train staff in regulatory policies or procedures.,Core,32.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18032,Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18043,Establish procedures or systems for publishing document submissions either in hardcopy or electronic formats.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Regulatory Affairs Managers,18040,Contribute to the development or implementation of business unit strategic and operating plans.,Core,33.0,06/2009,Occupational Expert,Management Occupations
11-0000,Compliance Managers,15638,"Maintain documentation of compliance activities, such as complaints received or investigation outcomes.",Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15653,File appropriate compliance reports with regulatory agencies.,Core,56.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15656,Conduct or direct the internal investigation of compliance issues.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15650,Identify compliance issues that require follow-up or investigation.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15645,Report violations of compliance or regulatory standards to duly authorized enforcement agencies as appropriate or required.,Core,56.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15652,Disseminate written policies and procedures related to compliance activities.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15655,Conduct periodic internal reviews or audits to ensure that compliance procedures are followed.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15637,"Serve as a confidential point of contact for employees to communicate with management, seek clarification on issues or dilemmas, or report irregularities.",Core,56.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15644,"Provide employee training on compliance related topics, policies, or procedures.",Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15658,"Verify that all firm and regulatory policies and procedures have been documented, implemented, and communicated.",Core,56.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15640,Discuss emerging compliance issues with management or employees.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15651,"Keep informed regarding pending industry changes, trends, and best practices and assess the potential impact of these changes on organizational processes.",Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15642,Advise internal management or business partners on the implementation or operation of compliance programs.,Core,56.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15639,Consult with corporate attorneys as necessary to address difficult legal compliance issues.,Core,56.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15659,Direct the development or implementation of compliance-related policies and procedures throughout an organization.,Core,56.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15649,Monitor compliance systems to ensure their effectiveness.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15647,Prepare management reports regarding compliance operations and progress.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15646,Provide assistance to internal or external auditors in compliance reviews.,Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15654,"Design or implement improvements in communication, monitoring, or enforcement of compliance standards.",Core,57.0,07/2012,Incumbent,Management Occupations
11-0000,Compliance Managers,15657,"Assess product, compliance, or operational risks and develop risk management strategies.",Core,55.0,07/2012,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15678,Manage investment funds to maximize return on client investments.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15679,Select specific investments or investment mixes for purchase by an investment fund.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15669,Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15676,Select or direct the execution of trades.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15675,Develop or implement fund investment policies or strategies.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15667,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15668,"Present investment information, such as product risks, fees, or fund performance statistics.",Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15664,"Develop, implement, or monitor security valuation policies.",Core,80.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15671,Meet with investors to determine investment goals or to discuss investment strategies.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15665,Attend investment briefings or consult financial media to stay abreast of relevant investment markets.,Core,80.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15660,Prepare for and respond to regulatory inquiries.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15674,"Evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15662,Hire or evaluate staff.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15670,Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Investment Fund Managers,15673,Develop or direct development of offering documents or marketing materials.,Core,81.0,07/2014,Incumbent,Management Occupations
11-0000,Supply Chain Managers,15694,Confer with supply chain planners to forecast demand or create supply plans that ensure availability of materials or products.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15687,Monitor forecasts and quotas to identify changes or to determine their effect on supply chain activities.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15695,"Define performance metrics for measurement, comparison, or evaluation of supply chain factors, such as product cost or quality.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15696,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15700,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15685,"Negotiate prices and terms with suppliers, vendors, or freight forwarders.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15688,"Meet with suppliers to discuss performance metrics, to provide performance feedback, or to discuss production forecasts or changes.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15689,Implement new or improved supply chain processes.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15701,"Design or implement supply chains that support business strategies adapted to changing market conditions, new business opportunities, or cost reduction strategies.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15699,"Manage activities related to strategic or tactical purchasing, material requirements planning, inventory control, warehousing, or receiving.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15686,Monitor supplier performance to assess ability to meet quality and delivery requirements.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15698,"Participate in the coordination of engineering changes, product line extensions, or new product launches to ensure orderly and timely transitions in material or production flow.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15697,Analyze information about supplier performance or procurement program success.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15680,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15690,"Collaborate with other departments, such as procurement, engineering, and quality assurance, to identify or qualify new suppliers.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15692,Develop or implement procedures or systems to evaluate or select suppliers.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15691,"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15682,Develop material costs forecasts or standard cost lists.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15683,"Assess appropriate material handling equipment needs and staffing levels to load, unload, move, or store materials.",Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15693,Design or implement plant warehousing strategies for production materials or finished products.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Supply Chain Managers,15684,Appraise vendor manufacturing ability through on-site visits and measurements.,Core,27.0,06/2010,Occupational Expert,Management Occupations
11-0000,Security Managers,15780,"Create or implement security standards, policies, and procedures.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15771,"Identify, investigate, or resolve security breaches.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15768,"Respond to medical emergencies, bomb threats, fire alarms, or intrusion alarms, following emergency response procedures.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20341,"Monitor and ensure a sound, ethical environment.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15779,"Plan, direct, or coordinate security activities to safeguard company assets, employees, guests, or others on company property.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20342,"Develop, implement, manage, or evaluate policies and methods to protect personnel against harassment, threats, or violence.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20343,"Develop, conduct, support, or assist in governmental reviews, internal corporate evaluations, or assessments of the overall effectiveness of facility and personnel security processes.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15759,Train subordinate security professionals or other organization members in security rules and procedures.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20344,Assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15775,"Communicate security status, updates, and actual or potential problems, using established protocols.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20345,Direct or participate in emergency management and contingency planning.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20346,"Conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20347,"Supervise or provide leadership to subordinate security professionals, performing activities, such as hiring, background investigation, training, assigning work, evaluating performance, or disciplining.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15762,Develop budgets for security operations.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15758,"Write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20348,"Analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20349,"Develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15772,"Monitor security policies, programs or procedures to ensure compliance with internal security policies, licensing requirements, or applicable government security requirements, policies, and directives.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15774,Conduct physical examinations of property to ensure compliance with security policies and regulations.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15776,"Collect and analyze security data to determine security needs, security program goals, or program accomplishments.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15764,"Coordinate security operations or activities with public law enforcement, fire and other agencies.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15761,Review financial reports to ensure efficiency and quality of security operations.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20350,"Purchase security-related supplies, equipment, or technology.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20351,"Develop or manage investigation programs, including collection and preservation of video and notes of surveillance processes or investigative interviews.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20352,"Develop, arrange for, perform, or assess executive protection activities to reduce security risks.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15760,Plan security for special and high-risk events.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20353,Support efforts to reduce substance abuse or other illegal activities in the workplace.,Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,20354,"Develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15770,"Prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Security Managers,15765,"Attend meetings, professional seminars, or conferences to keep abreast of changes in executive legislative directives or new technologies impacting security operations.",Core,20.0,07/2013,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15807,"Administer systems and programs to reduce loss, maintain inventory control, or increase safety.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15806,Identify potential for loss and develop strategies to eliminate it.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15794,Perform or direct inventory investigations in response to shrink results outside of acceptable ranges.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15800,Coordinate or conduct internal investigations of problems such as employee theft and violations of corporate loss prevention policies.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15786,Investigate or interview individuals suspected of shoplifting or internal theft.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15792,"Supervise surveillance, detection, or criminal processing related to theft and criminal cases.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15791,"Train loss prevention staff, retail managers, or store employees on loss control and prevention measures.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15805,"Monitor compliance to operational, safety, or inventory control procedures, including physical security standards.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15795,Hire or supervise loss-prevention staff.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15789,Visit stores to ensure compliance with company policies and procedures.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15793,"Recommend improvements in loss prevention programs, staffing, scheduling, or training.",Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15781,Review loss-prevention exception reports and cash discrepancies to ensure adherence to guidelines.,Core,25.0,07/2012,Occupational Expert,Management Occupations
11-0000,Loss Prevention Managers,15798,"Direct loss prevention audit programs including target store audits, maintenance audits, safety audits, or electronic article surveillance (EAS) audits.",Core,25.0,07/2012,Occupational Expert,Management Occupations
