,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
971,11-0000,Clinical Research Coordinators,15611,Arrange for research study sites and determine staff or equipment availability.,Supplemental,72.0,07/2011,Incumbent,Management Occupations
972,11-0000,Clinical Research Coordinators,15606,Contact outside health care providers and communicate with subjects to obtain follow-up information.,Supplemental,72.0,07/2011,Incumbent,Management Occupations
973,11-0000,Clinical Research Coordinators,15590,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,Supplemental,70.0,07/2011,Incumbent,Management Occupations
974,11-0000,Clinical Research Coordinators,15582,Solicit industry-sponsored trials through contacts and professional organizations.,Supplemental,71.0,07/2011,Incumbent,Management Occupations
975,11-0000,Clinical Research Coordinators,15599,Organize space for study equipment and supplies.,Supplemental,72.0,07/2011,Incumbent,Management Occupations
976,11-0000,Clinical Research Coordinators,15589,Develop advertising and other informational materials to be used in subject recruitment.,Supplemental,70.0,07/2011,Incumbent,Management Occupations
977,11-0000,Water Resource Specialists,15618,"Perform hydrologic, hydraulic, or water quality modeling.",Core,29.0,07/2012,Occupational Expert,Management Occupations
978,11-0000,Water Resource Specialists,15631,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Core,29.0,07/2012,Occupational Expert,Management Occupations
979,11-0000,Water Resource Specialists,15628,Develop plans to protect watershed health or rehabilitate watersheds.,Core,29.0,07/2012,Occupational Expert,Management Occupations
980,11-0000,Water Resource Specialists,15634,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Core,29.0,07/2012,Occupational Expert,Management Occupations
981,11-0000,Water Resource Specialists,15627,Identify and characterize specific causes or sources of water pollution.,Core,29.0,07/2012,Occupational Expert,Management Occupations
982,11-0000,Water Resource Specialists,15621,"Write proposals, project reports, informational brochures, or other documents on wastewater purification, water supply and demand, or other water resource subjects.",Core,29.0,07/2012,Occupational Expert,Management Occupations
983,11-0000,Water Resource Specialists,15624,"Present water resource proposals to government, public interest groups, or community groups.",Core,29.0,07/2012,Occupational Expert,Management Occupations
984,11-0000,Water Resource Specialists,15616,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Core,29.0,07/2012,Occupational Expert,Management Occupations
985,11-0000,Water Resource Specialists,15635,"Conduct, or oversee the conduct of, chemical, physical, and biological water quality monitoring or sampling to ensure compliance with water quality standards.",Core,29.0,07/2012,Occupational Expert,Management Occupations
986,11-0000,Water Resource Specialists,15630,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Core,29.0,07/2012,Occupational Expert,Management Occupations
987,11-0000,Water Resource Specialists,15622,"Recommend new or revised policies, procedures, or regulations to support water resource or conservation goals.",Core,29.0,07/2012,Occupational Expert,Management Occupations
988,11-0000,Water Resource Specialists,15626,"Monitor water use, demand, or quality in a particular geographic area.",Core,29.0,07/2012,Occupational Expert,Management Occupations
989,11-0000,Water Resource Specialists,15633,Analyze storm water systems to identify opportunities for water resource improvements.,Core,29.0,07/2012,Occupational Expert,Management Occupations
990,11-0000,Water Resource Specialists,15623,Provide technical expertise to assist communities in the development or implementation of storm water monitoring or other water programs.,Core,29.0,07/2012,Occupational Expert,Management Occupations
991,11-0000,Water Resource Specialists,15619,"Compile water resource data, using geographic information systems (GIS) or global position systems (GPS) software.",Core,29.0,07/2012,Occupational Expert,Management Occupations
992,11-0000,Water Resource Specialists,15632,Conduct cost-benefit studies for watershed improvement projects or water management alternatives.,Core,29.0,07/2012,Occupational Expert,Management Occupations
993,11-0000,Water Resource Specialists,15629,Develop or implement standardized water monitoring and assessment methods.,Core,29.0,07/2012,Occupational Expert,Management Occupations
994,11-0000,Water Resource Specialists,15617,Negotiate for water rights with communities or water facilities to meet water supply demands.,Core,29.0,07/2012,Occupational Expert,Management Occupations
995,11-0000,Water Resource Specialists,15620,Compile and maintain documentation on the health of a body of water.,Core,29.0,07/2012,Occupational Expert,Management Occupations
996,11-0000,Water Resource Specialists,15615,Supervise teams of workers who capture water from wells and rivers.,Supplemental,29.0,07/2012,Occupational Expert,Management Occupations
997,11-0000,Water Resource Specialists,15625,"Identify methods for distributing purified wastewater into rivers, streams, or oceans.",Supplemental,29.0,07/2012,Occupational Expert,Management Occupations
998,11-0000,Postmasters and Mail Superintendents,5260,Organize and supervise activities such as the processing of incoming and outgoing mail.,Core,102.0,07/2005,Incumbent,Management Occupations
999,11-0000,Postmasters and Mail Superintendents,5261,"Direct and coordinate operational, management, and supportive services of one or a number of postal facilities.",Core,104.0,07/2005,Incumbent,Management Occupations
1000,11-0000,Postmasters and Mail Superintendents,5262,Resolve customer complaints.,Core,104.0,07/2005,Incumbent,Management Occupations
1001,11-0000,Postmasters and Mail Superintendents,5263,"Hire and train employees, and evaluate their performance.",Core,104.0,07/2005,Incumbent,Management Occupations
1002,11-0000,Postmasters and Mail Superintendents,5264,Prepare employee work schedules.,Core,104.0,07/2005,Incumbent,Management Occupations
1003,11-0000,Postmasters and Mail Superintendents,5265,Prepare and submit detailed and summary reports of post office activities to designated supervisors.,Core,104.0,07/2005,Incumbent,Management Occupations
1004,11-0000,Postmasters and Mail Superintendents,5266,Negotiate labor disputes.,Core,102.0,07/2005,Incumbent,Management Occupations
1005,11-0000,Postmasters and Mail Superintendents,5267,Collect rents for post office boxes.,Supplemental,104.0,07/2005,Incumbent,Management Occupations
1006,11-0000,Postmasters and Mail Superintendents,5268,Issue and cash money orders.,Supplemental,102.0,07/2005,Incumbent,Management Occupations
1007,11-0000,Postmasters and Mail Superintendents,5269,"Inform the public of available services, and of postal laws and regulations.",Supplemental,101.0,07/2005,Incumbent,Management Occupations
1008,11-0000,Postmasters and Mail Superintendents,5270,Select and train postmasters and managers of associate postal units.,Supplemental,101.0,07/2005,Incumbent,Management Occupations
1009,11-0000,Postmasters and Mail Superintendents,5271,"Confer with suppliers to obtain bids for proposed purchases and to requisition supplies, disbursing funds according to federal regulations.",Supplemental,104.0,07/2005,Incumbent,Management Occupations
1010,11-0000,"Property, Real Estate, and Community Association Managers",7224,"Manage and oversee operations, maintenance, administration, and improvement of commercial, industrial, or residential properties.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1011,11-0000,"Property, Real Estate, and Community Association Managers",7223,"Plan, schedule, and coordinate general maintenance, major repairs, and remodeling or construction projects for commercial or residential properties.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1012,11-0000,"Property, Real Estate, and Community Association Managers",7220,"Direct collection of monthly assessments, rental fees, and deposits and payment of insurance premiums, mortgage, taxes, and incurred operating expenses.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1013,11-0000,"Property, Real Estate, and Community Association Managers",7221,"Inspect grounds, facilities, and equipment routinely to determine necessity of repairs or maintenance.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1014,11-0000,"Property, Real Estate, and Community Association Managers",7236,Act as liaisons between on-site managers or tenants and owners.,Core,26.0,07/2013,Occupational Expert,Management Occupations
1015,11-0000,"Property, Real Estate, and Community Association Managers",7219,"Meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1016,11-0000,"Property, Real Estate, and Community Association Managers",7231,"Market vacant space to prospective tenants through leasing agents, advertising, or other methods.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1017,11-0000,"Property, Real Estate, and Community Association Managers",7228,Prepare detailed budgets and financial reports for properties.,Core,26.0,07/2013,Occupational Expert,Management Occupations
1018,11-0000,"Property, Real Estate, and Community Association Managers",7226,"Maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1019,11-0000,"Property, Real Estate, and Community Association Managers",7229,Direct and coordinate the activities of staff and contract personnel and evaluate their performance.,Core,26.0,07/2013,Occupational Expert,Management Occupations
1020,11-0000,"Property, Real Estate, and Community Association Managers",7241,"Meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1021,11-0000,"Property, Real Estate, and Community Association Managers",7232,"Solicit and analyze bids from contractors for repairs, renovations, and maintenance.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1022,11-0000,"Property, Real Estate, and Community Association Managers",7234,"Prepare and administer contracts for provision of property services such as cleaning, maintenance, and security services.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1023,11-0000,"Property, Real Estate, and Community Association Managers",7222,"Investigate complaints, disturbances and violations and resolve problems following management rules and regulations.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1024,11-0000,"Property, Real Estate, and Community Association Managers",7233,Review rents to ensure that they are in line with rental markets.,Core,26.0,07/2013,Occupational Expert,Management Occupations
1025,11-0000,"Property, Real Estate, and Community Association Managers",7230,"Maintain contact with insurance carriers, fire and police departments, and other agencies to ensure protection and compliance with codes and regulations.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1026,11-0000,"Property, Real Estate, and Community Association Managers",7238,Meet with boards of directors and committees to discuss and resolve legal and environmental issues or disputes between neighbors.,Core,26.0,07/2013,Occupational Expert,Management Occupations
1027,11-0000,"Property, Real Estate, and Community Association Managers",7235,"Purchase building and maintenance supplies, equipment, or furniture.",Core,26.0,07/2013,Occupational Expert,Management Occupations
1028,11-0000,"Property, Real Estate, and Community Association Managers",7227,"Determine and certify the eligibility of prospective tenants, following government regulations.",Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1029,11-0000,"Property, Real Estate, and Community Association Managers",7237,Confer regularly with community association members to ensure their needs are being met.,Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1030,11-0000,"Property, Real Estate, and Community Association Managers",7225,"Negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.",Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1031,11-0000,"Property, Real Estate, and Community Association Managers",7240,"Clean common areas, change light bulbs, and make minor property repairs.",Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1032,11-0000,"Property, Real Estate, and Community Association Managers",7242,Negotiate short- and long-term loans to finance construction and ownership of structures.,Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1033,11-0000,"Property, Real Estate, and Community Association Managers",7239,Confer with legal authorities to ensure that renting and advertising practices are not discriminatory and that properties comply with state and federal regulations.,Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1034,11-0000,"Property, Real Estate, and Community Association Managers",7245,"Analyze information on property values, taxes, zoning, population growth, and traffic volume and patterns to determine if properties should be acquired.",Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1035,11-0000,"Property, Real Estate, and Community Association Managers",7243,Contract with architectural firms to draw up detailed plans for new structures.,Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1036,11-0000,"Property, Real Estate, and Community Association Managers",7244,"Negotiate with government leaders, businesses, special interest representatives, and utility companies to gain support for new projects and to eliminate potential obstacles.",Supplemental,26.0,07/2013,Occupational Expert,Management Occupations
1037,11-0000,Social and Community Service Managers,1130,Evaluate the work of staff and volunteers to ensure that programs are of appropriate quality and that resources are used effectively.,Core,71.0,06/2009,Incumbent,Management Occupations
1038,11-0000,Social and Community Service Managers,18463,"Provide direct service and support to individuals or clients, such as handling a referral for child advocacy issues, conducting a needs evaluation, or resolving complaints.",Core,73.0,06/2009,Incumbent,Management Occupations
1039,11-0000,Social and Community Service Managers,1135,"Recruit, interview, and hire or sign up volunteers and staff.",Core,72.0,06/2009,Incumbent,Management Occupations
1040,11-0000,Social and Community Service Managers,1127,Establish and maintain relationships with other agencies and organizations in community to meet community needs and to ensure that services are not duplicated.,Core,72.0,06/2009,Incumbent,Management Occupations
1041,11-0000,Social and Community Service Managers,1131,Establish and oversee administrative procedures to meet objectives set by boards of directors or senior management.,Core,73.0,06/2009,Incumbent,Management Occupations
1042,11-0000,Social and Community Service Managers,1129,Direct activities of professional and technical staff members and volunteers.,Core,72.0,06/2009,Incumbent,Management Occupations
1043,11-0000,Social and Community Service Managers,1137,"Plan and administer budgets for programs, equipment, and support services.",Core,73.0,06/2009,Incumbent,Management Occupations
1044,11-0000,Social and Community Service Managers,1132,"Participate in the determination of organizational policies regarding such issues as participant eligibility, program requirements, and program benefits.",Core,73.0,06/2009,Incumbent,Management Occupations
1045,11-0000,Social and Community Service Managers,1128,"Prepare and maintain records and reports, such as budgets, personnel records, or training manuals.",Core,72.0,06/2009,Incumbent,Management Occupations
1046,11-0000,Social and Community Service Managers,1133,Research and analyze member or community needs to determine program directions and goals.,Core,72.0,06/2009,Incumbent,Management Occupations
1047,11-0000,Social and Community Service Managers,18464,"Implement and evaluate staff, volunteer, or community training programs.",Core,72.0,06/2009,Incumbent,Management Occupations
1048,11-0000,Social and Community Service Managers,1136,Represent organizations in relations with governmental and media institutions.,Core,71.0,06/2009,Incumbent,Management Occupations
1049,11-0000,Social and Community Service Managers,1139,"Act as consultants to agency staff and other community programs regarding the interpretation of program-related federal, state, and county regulations and policies.",Core,72.0,06/2009,Incumbent,Management Occupations
1050,11-0000,Social and Community Service Managers,1134,"Speak to community groups to explain and interpret agency purposes, programs, and policies.",Core,72.0,06/2009,Incumbent,Management Occupations
1051,11-0000,Social and Community Service Managers,1141,Direct fundraising activities and the preparation of public relations materials.,Supplemental,72.0,06/2009,Incumbent,Management Occupations
1052,11-0000,Social and Community Service Managers,1138,"Analyze proposed legislation, regulations, or rule changes to determine how agency services could be impacted.",Supplemental,73.0,06/2009,Incumbent,Management Occupations
1053,11-0000,Emergency Management Directors,7257,"Coordinate disaster response or crisis management activities, such as ordering evacuations, opening public shelters, and implementing special needs plans and programs.",Core,26.0,06/2010,Occupational Expert,Management Occupations
1054,11-0000,Emergency Management Directors,7254,"Prepare plans that outline operating procedures to be used in response to disasters or emergencies, such as hurricanes, nuclear accidents, and terrorist attacks, and in recovery from these events.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1055,11-0000,Emergency Management Directors,7258,"Develop and maintain liaisons with municipalities, county departments, and similar entities to facilitate plan development, response effort coordination, and exchanges of personnel and equipment.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1056,11-0000,Emergency Management Directors,7261,Design and administer emergency or disaster preparedness training courses that teach people how to effectively respond to major emergencies and disasters.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1057,11-0000,Emergency Management Directors,7253,"Keep informed of activities or changes that could affect the likelihood of an emergency, as well as those that could affect response efforts and details of plan implementation.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1058,11-0000,Emergency Management Directors,7264,Develop and perform tests and evaluations of emergency management plans in accordance with state and federal regulations.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1059,11-0000,Emergency Management Directors,7256,Maintain and update all resource materials associated with emergency preparedness plans.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1060,11-0000,Emergency Management Directors,7266,Collaborate with other officials to prepare and analyze damage assessments following disasters or emergencies.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1061,11-0000,Emergency Management Directors,7260,"Prepare emergency situation status reports that describe response and recovery efforts, needs, and preliminary damage assessments.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1062,11-0000,Emergency Management Directors,7255,"Propose alteration of emergency response procedures based on regulatory changes, technological changes, or knowledge gained from outcomes of previous emergency situations.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1063,11-0000,Emergency Management Directors,7262,"Inspect facilities and equipment, such as emergency management centers and communications equipment, to determine their operational and functional capabilities in emergency situations.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1064,11-0000,Emergency Management Directors,7263,"Consult with officials of local and area governments, schools, hospitals, and other institutions to determine their needs and capabilities in the event of a natural disaster or other emergency.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1065,11-0000,Emergency Management Directors,7269,"Review emergency plans of individual organizations, such as medical facilities, to ensure their adequacy.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1066,11-0000,Emergency Management Directors,7265,"Attend meetings, conferences, and workshops related to emergency management to learn new information and to develop working relationships with other emergency management specialists.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1067,11-0000,Emergency Management Directors,7267,Develop instructional materials for the public and make presentations to citizens' groups to provide information on emergency plans and their implementation processes.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1068,11-0000,Emergency Management Directors,7259,"Keep informed of federal, state, and local regulations affecting emergency plans and ensure that plans adhere to these regulations.",Core,27.0,06/2010,Occupational Expert,Management Occupations
1069,11-0000,Emergency Management Directors,7272,Apply for federal funding for emergency-management-related needs and administer and report on the progress of such grants.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1070,11-0000,Emergency Management Directors,7268,Train local groups in the preparation of long-term plans that are compatible with federal and state plans.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1071,11-0000,Emergency Management Directors,7271,Study emergency plans used elsewhere to gather information for plan development.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1072,11-0000,Emergency Management Directors,7270,Conduct surveys to determine the types of emergency-related needs to be addressed in disaster planning or provide technical support to others conducting such surveys.,Core,27.0,06/2010,Occupational Expert,Management Occupations
1073,11-0000,Emergency Management Directors,7275,"Provide communities with assistance in applying for federal funding for emergency management facilities, radiological instrumentation, and other related items.",Supplemental,27.0,06/2010,Occupational Expert,Management Occupations
1074,11-0000,Emergency Management Directors,7274,"Inventory and distribute nuclear, biological, and chemical detection and contamination equipment, providing instruction in its maintenance and use.",Supplemental,27.0,06/2010,Occupational Expert,Management Occupations
1075,11-0000,Emergency Management Directors,7273,"Develop and implement training procedures and strategies for radiological protection, detection, and decontamination.",Supplemental,27.0,06/2010,Occupational Expert,Management Occupations
1076,11-0000,Regulatory Affairs Managers,18022,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.",Core,33.0,06/2009,Occupational Expert,Management Occupations
1077,11-0000,Regulatory Affairs Managers,18037,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",Core,33.0,06/2009,Occupational Expert,Management Occupations
1078,11-0000,Regulatory Affairs Managers,18024,"Provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",Core,33.0,06/2009,Occupational Expert,Management Occupations
1079,11-0000,Regulatory Affairs Managers,18023,Formulate or implement regulatory affairs policies and procedures to ensure that regulatory compliance is maintained or enhanced.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1080,11-0000,Regulatory Affairs Managers,18025,Communicate regulatory information to multiple departments and ensure that information is interpreted correctly.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1081,11-0000,Regulatory Affairs Managers,18031,"Manage activities such as audits, regulatory agency inspections, or product recalls.",Core,33.0,06/2009,Occupational Expert,Management Occupations
1082,11-0000,Regulatory Affairs Managers,18026,Develop regulatory strategies and implementation plans for the preparation and submission of new products.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1083,11-0000,Regulatory Affairs Managers,18035,Provide responses to regulatory agencies regarding product information or issues.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1084,11-0000,Regulatory Affairs Managers,18030,"Maintain current knowledge of relevant regulations, including proposed and final rules.",Core,33.0,06/2009,Occupational Expert,Management Occupations
1085,11-0000,Regulatory Affairs Managers,18029,Investigate product complaints and prepare documentation and submissions to appropriate regulatory agencies as necessary.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1086,11-0000,Regulatory Affairs Managers,18038,Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1087,11-0000,Regulatory Affairs Managers,18028,Implement or monitor complaint processing systems to ensure effective and timely resolution of all complaint investigations.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1088,11-0000,Regulatory Affairs Managers,18036,Represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1089,11-0000,Regulatory Affairs Managers,18033,Oversee documentation efforts to ensure compliance with domestic and international regulations and standards.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1090,11-0000,Regulatory Affairs Managers,18034,Participate in the development or implementation of clinical trial protocols.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1091,11-0000,Regulatory Affairs Managers,18042,Develop and maintain standard operating procedures or local working practices.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1092,11-0000,Regulatory Affairs Managers,18027,Establish regulatory priorities or budgets and allocate resources and workloads.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1093,11-0000,Regulatory Affairs Managers,18039,Train staff in regulatory policies or procedures.,Core,32.0,06/2009,Occupational Expert,Management Occupations
1094,11-0000,Regulatory Affairs Managers,18032,Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1095,11-0000,Regulatory Affairs Managers,18043,Establish procedures or systems for publishing document submissions either in hardcopy or electronic formats.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1096,11-0000,Regulatory Affairs Managers,18040,Contribute to the development or implementation of business unit strategic and operating plans.,Core,33.0,06/2009,Occupational Expert,Management Occupations
1097,11-0000,Regulatory Affairs Managers,18041,Coordinate internal discoveries and depositions with legal department staff.,Supplemental,33.0,06/2009,Occupational Expert,Management Occupations
1098,11-0000,Regulatory Affairs Managers,18044,Evaluate new software publishing systems and confer with regulatory agencies concerning news or updates related to electronic publishing of submissions.,Supplemental,33.0,06/2009,Occupational Expert,Management Occupations
1099,11-0000,Regulatory Affairs Managers,19529,Develop relationships with state or federal environmental regulatory agencies to learn about and analyze the potential impacts of proposed environmental policy regulations.,,,07/2011,Analyst,Management Occupations
1100,11-0000,Regulatory Affairs Managers,19530,"Evaluate regulatory affairs aspects that are specifically green, such as the use of toxic substances in packaging, carbon footprinting issues, or green policy implementation.",,,07/2011,Analyst,Management Occupations
1101,11-0000,Regulatory Affairs Managers,19531,Monitor regulatory affairs activities to ensure that they are aligned with corporate sustainability or green initiatives.,,,07/2011,Analyst,Management Occupations
1102,11-0000,Regulatory Affairs Managers,19532,Monitor regulatory affairs trends that are related to environmental issues.,,,07/2011,Analyst,Management Occupations
1103,11-0000,Compliance Managers,15638,"Maintain documentation of compliance activities, such as complaints received or investigation outcomes.",Core,57.0,07/2012,Incumbent,Management Occupations
1104,11-0000,Compliance Managers,15653,File appropriate compliance reports with regulatory agencies.,Core,56.0,07/2012,Incumbent,Management Occupations
1105,11-0000,Compliance Managers,15656,Conduct or direct the internal investigation of compliance issues.,Core,57.0,07/2012,Incumbent,Management Occupations
1106,11-0000,Compliance Managers,15650,Identify compliance issues that require follow-up or investigation.,Core,57.0,07/2012,Incumbent,Management Occupations
1107,11-0000,Compliance Managers,15645,Report violations of compliance or regulatory standards to duly authorized enforcement agencies as appropriate or required.,Core,56.0,07/2012,Incumbent,Management Occupations
1108,11-0000,Compliance Managers,15652,Disseminate written policies and procedures related to compliance activities.,Core,57.0,07/2012,Incumbent,Management Occupations
1109,11-0000,Compliance Managers,15655,Conduct periodic internal reviews or audits to ensure that compliance procedures are followed.,Core,57.0,07/2012,Incumbent,Management Occupations
1110,11-0000,Compliance Managers,15637,"Serve as a confidential point of contact for employees to communicate with management, seek clarification on issues or dilemmas, or report irregularities.",Core,56.0,07/2012,Incumbent,Management Occupations
1111,11-0000,Compliance Managers,15644,"Provide employee training on compliance related topics, policies, or procedures.",Core,57.0,07/2012,Incumbent,Management Occupations
1112,11-0000,Compliance Managers,15658,"Verify that all firm and regulatory policies and procedures have been documented, implemented, and communicated.",Core,56.0,07/2012,Incumbent,Management Occupations
1113,11-0000,Compliance Managers,15640,Discuss emerging compliance issues with management or employees.,Core,57.0,07/2012,Incumbent,Management Occupations
1114,11-0000,Compliance Managers,15651,"Keep informed regarding pending industry changes, trends, and best practices and assess the potential impact of these changes on organizational processes.",Core,57.0,07/2012,Incumbent,Management Occupations
1115,11-0000,Compliance Managers,15642,Advise internal management or business partners on the implementation or operation of compliance programs.,Core,56.0,07/2012,Incumbent,Management Occupations
1116,11-0000,Compliance Managers,15639,Consult with corporate attorneys as necessary to address difficult legal compliance issues.,Core,56.0,07/2012,Incumbent,Management Occupations
1117,11-0000,Compliance Managers,15659,Direct the development or implementation of compliance-related policies and procedures throughout an organization.,Core,56.0,07/2012,Incumbent,Management Occupations
1118,11-0000,Compliance Managers,15649,Monitor compliance systems to ensure their effectiveness.,Core,57.0,07/2012,Incumbent,Management Occupations
1119,11-0000,Compliance Managers,15647,Prepare management reports regarding compliance operations and progress.,Core,57.0,07/2012,Incumbent,Management Occupations
1120,11-0000,Compliance Managers,15646,Provide assistance to internal or external auditors in compliance reviews.,Core,57.0,07/2012,Incumbent,Management Occupations
1121,11-0000,Compliance Managers,15654,"Design or implement improvements in communication, monitoring, or enforcement of compliance standards.",Core,57.0,07/2012,Incumbent,Management Occupations
1122,11-0000,Compliance Managers,15657,"Assess product, compliance, or operational risks and develop risk management strategies.",Core,55.0,07/2012,Incumbent,Management Occupations
1123,11-0000,Compliance Managers,15641,Collaborate with human resources departments to ensure the implementation of consistent disciplinary action strategies in cases of compliance standard violations.,Supplemental,54.0,07/2012,Incumbent,Management Occupations
1124,11-0000,Compliance Managers,15648,Oversee internal reporting systems such as corporate compliance hotlines and inform employees about these systems.,Supplemental,54.0,07/2012,Incumbent,Management Occupations
1125,11-0000,Compliance Managers,15643,Review communications such as securities sales advertising to ensure there are no violations of standards or regulations.,Supplemental,54.0,07/2012,Incumbent,Management Occupations
1126,11-0000,Compliance Managers,15636,Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,Supplemental,53.0,07/2012,Incumbent,Management Occupations
1127,11-0000,Compliance Managers,19533,Advise technical professionals on the development or use of environmental compliance or reporting tools.,,,07/2011,Analyst,Management Occupations
1128,11-0000,Compliance Managers,19534,Conduct environmental audits to ensure adherence to environmental standards.,,,07/2011,Analyst,Management Occupations
1129,11-0000,Compliance Managers,19535,"Develop or implement environmental compliance plans for programs, such as air quality, storm water, wastewater treatment, hazardous waste management, pollution prevention, or solid waste management.",,,07/2011,Analyst,Management Occupations
1130,11-0000,Compliance Managers,19536,"Direct environmental programs, such as air or water compliance, aboveground or underground storage tanks, spill prevention or control, hazardous waste or materials management, solid waste recycling, medical waste management, indoor air quality, integrated pest management, employee training, or disaster preparedness.",,,07/2011,Analyst,Management Occupations
1131,11-0000,Compliance Managers,19537,Evaluate testing procedures to meet the specifications of environmental monitoring programs.,,,07/2011,Analyst,Management Occupations
1132,11-0000,Compliance Managers,19538,Review or modify policies or operating guidelines to comply with changes to environmental standards or regulations.,,,07/2011,Analyst,Management Occupations
1133,11-0000,Investment Fund Managers,15678,Manage investment funds to maximize return on client investments.,Core,81.0,07/2014,Incumbent,Management Occupations
1134,11-0000,Investment Fund Managers,15679,Select specific investments or investment mixes for purchase by an investment fund.,Core,81.0,07/2014,Incumbent,Management Occupations
1135,11-0000,Investment Fund Managers,15669,Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,Core,81.0,07/2014,Incumbent,Management Occupations
1136,11-0000,Investment Fund Managers,15676,Select or direct the execution of trades.,Core,81.0,07/2014,Incumbent,Management Occupations
1137,11-0000,Investment Fund Managers,15675,Develop or implement fund investment policies or strategies.,Core,81.0,07/2014,Incumbent,Management Occupations
1138,11-0000,Investment Fund Managers,15667,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",Core,81.0,07/2014,Incumbent,Management Occupations
1139,11-0000,Investment Fund Managers,15668,"Present investment information, such as product risks, fees, or fund performance statistics.",Core,81.0,07/2014,Incumbent,Management Occupations
1140,11-0000,Investment Fund Managers,15664,"Develop, implement, or monitor security valuation policies.",Core,80.0,07/2014,Incumbent,Management Occupations
1141,11-0000,Investment Fund Managers,15671,Meet with investors to determine investment goals or to discuss investment strategies.,Core,81.0,07/2014,Incumbent,Management Occupations
